[DIAGNOSTICS - loadChartData Post-Timeout] Container: 1600x785, Parent: 1600x785, Candles: 35, Time range: 1767366030 to 1767368040, Price range: 25457.25 to 25780.00, TimeScale Visible: 1767366030 to 1767368040, rightPriceScale autoScale: true
[DIAGNOSTICS - loadChartData Pre-Timeout] Container: 1600x785, Parent: 1600x785, Candles: 32, Time range: 1767364379 to 1767366180, Price range: 25638.25 to 25803.75, TimeScale Visible: 1767364379 to 1767366180, rightPriceScale autoScale: true
[DIAGNOSTICS - loadChartData Post-Timeout] Container: 1600x785, Parent: 1600x785, Candles: 32, Time range: 1767364379 to 1767366180, Price range: 25638.25 to 25803.75, TimeScale Visible: 1767364379 to 1767366180, rightPriceScale autoScale: true
[DIAGNOSTICS - loadChartData Pre-Timeout] Container: 1600x785, Parent: 1600x785, Candles: 36, Time range: 1770302459 to 1770304500, Price range: 24550.00 to 24960.75, TimeScale Visible: 1770302640 to 1770304500, rightPriceScale autoScale: true
[DIAGNOSTICS - loadChartData Post-Timeout] Container: 1600x785, Parent: 1600x785, Candles: 36, Time range: 1770302459 to 1770304500, Price range: 24550.00 to 24960.75, TimeScale Visible: 1770302459 to 1770304500, rightPriceScale autoScale: true
[DIAGNOSTICS - loadChartData Pre-Timeout] Container: 1600x785, Parent: 1600x785, Candles: 36, Time range: 1770302459 to 1770304500, Price range: 24550.00 to 24960.75, TimeScale Visible: 1770302459 to 1770304500, rightPriceScale autoScale: true
[DIAGNOSTICS - loadChartData Post-Timeout] Container: 1600x785, Parent: 1600x785, Candles: 36, Time range: 1770302459 to 1770304500, Price range: 24550.00 to 24960.75, TimeScale Visible: 1770302459 to 1770304500, rightPriceScale autoScale: true
[DIAGNOSTICS - loadChartData Pre-Timeout] Container: 1600x785, Parent: 1600x785, Candles: 36, Time range: 1770302459 to 1770304500, Price range: 24550.00 to 24960.75, TimeScale Visible: 1770302459 to 1770304500, rightPriceScale autoScale: true
[DIAGNOSTICS - loadChartData Post-Timeout] Container: 1600x785, Parent: 1600x785, Candles: 36, Time range: 1770302459 to 1770304500, Price range: 24550.00 to 24960.75, TimeScale Visible: 1770302459 to 1770304500, rightPriceScale autoScale: true
[DIAGNOSTICS - loadChartData Pre-Timeout] Container: 1600x785, Parent: 1600x785, Candles: 36, Time range: 1770302459 to 1770304500, Price range: 24550.00 to 24960.75, TimeScale Visible: 1770302459 to 1770304500, rightPriceScale autoScale: true
[DIAGNOSTICS - loadChartData Post-Timeout] Container: 1600x785, Parent: 1600x785, Candles: 36, Time range: 1770302459 to 1770304500, Price range: 24550.00 to 24960.75, TimeScale Visible: 1770302459 to 1770304500, rightPriceScale autoScale: true
[DIAGNOSTICS - loadChartData Pre-Timeout] Container: 1600x785, Parent: 1600x785, Candles: 37, Time range: 1770307319 to 1770309420, Price range: 24543.25 to 24825.00, TimeScale Visible: 1770307320 to 1770309420, rightPriceScale autoScale: true
[DIAGNOSTICS - loadChartData Post-Timeout] Container: 1600x785, Parent: 1600x785, Candles: 37, Time range: 1770307319 to 1770309420, Price range: 24543.25 to 24825.00, TimeScale Visible: 1770307319 to 1770309420, rightPriceScale autoScale: true
[DIAGNOSTICS - loadChartData Pre-Timeout] Container: 1600x785, Parent: 1600x785, Candles: 37, Time range: 1770307319 to 1770309420, Price range: 24543.25 to 24825.00, TimeScale Visible: 1770307319 to 1770309420, rightPriceScale autoScale: true
[DIAGNOSTICS - loadChartData Post-Timeout] Container: 1600x785, Parent: 1600x785, Candles: 37, Time range: 1770307319 to 1770309420, Price range: 24543.25 to 24825.00, TimeScale Visible: 1770307319 to 1770309420, rightPriceScale autoScale: true
[DIAGNOSTICS - loadChartData Pre-Timeout] Container: 1600x785, Parent: 1600x785, Candles: 36, Time range: 1770324059 to 1770326100, Price range: 24552.50 to 24720.00, TimeScale Visible: 1770324059 to 1770326100, rightPriceScale autoScale: true
[DIAGNOSTICS - loadChartData Post-Timeout] Container: 1600x785, Parent: 1600x785, Candles: 36, Time range: 1770324059 to 1770326100, Price range: 24552.50 to 24720.00, TimeScale Visible: 1770324059 to 1770326100, rightPriceScale autoScale: true
[DIAGNOSTICS - loadChartData Pre-Timeout] Container: 1600x785, Parent: 1600x785, Candles: 53, Time range: 1770390719 to 1770393780, Price range: 24743.25 to 24962.25, TimeScale Visible: 1770391680 to 1770393780, rightPriceScale autoScale: true
[DIAGNOSTICS - loadChartData Post-Timeout] Container: 1600x785, Parent: 1600x785, Candles: 53, Time range: 1770390719 to 1770393780, Price range: 24743.25 to 24962.25, TimeScale Visible: 1770390719 to 1770393780, rightPriceScale autoScale: true
[DIAGNOSTICS - loadChartData Pre-Timeout] Container: 1600x785, Parent: 1600x785, Candles: 32, Time range: 1770992999 to 1770994800, Price range: 24578.75 to 24849.50, TimeScale Visible: 1770992999 to 1770994800, rightPriceScale autoScale: true
[DIAGNOSTICS - loadChartData Post-Timeout] Container: 1600x785, Parent: 1600x785, Candles: 32, Time range: 1770992999 to 1770994800, Price range: 24578.75 to 24849.50, TimeScale Visible: 1770992999 to 1770994800, rightPriceScale autoScale: true
[DIAGNOSTICS - loadChartData Pre-Timeout] Container: 1600x785, Parent: 1600x785, Candles: 373, Time range: 1770992999 to 1770994855, Price range: 24578.75 to 24849.50, TimeScale Visible: 1770994700 to 1770994855, rightPriceScale autoScale: true
[DIAGNOSTICS - loadChartData Post-Timeout] Container: 1600x785, Parent: 1600x785, Candles: 373, Time range: 1770992999 to 1770994855, Price range: 24578.75 to 24849.50, TimeScale Visible: 1770992999 to 1770994855, rightPriceScale autoScale: true
